Station,Year,Month,Day,Rainfall,Sunshine,Humidity,Temperature
Kutubdia,2007,11,8,0,9.7,82,27
Kutubdia,2007,11,9,0,4.6,83,27.1
Kutubdia,2007,11,10,18,0,89,25
Kutubdia,2007,11,11,3,10.2,82,26.3
Kutubdia,2007,11,12,0,9.9,79,26.6
Kutubdia,2007,11,13,0,7.8,80,26.7
Kutubdia,2007,11,14,1,0,92,24
Kutubdia,2007,11,15,20,0,93,23.8
Kutubdia,2007,11,16,74,2,89,24.9
Kutubdia,2007,11,17,2,10.1,83,25.1
Kutubdia,2007,11,18,0,9.4,86,24.3
Kutubdia,2007,11,19,0,6.3,87,24.5
Kutubdia,2007,11,20,0,10.2,81,25.2
Kutubdia,2007,11,21,0,10,77,25.4
Kutubdia,2007,11,22,0,9.8,79,25.9
Kutubdia,2007,11,23,0,8.1,85,25
Kutubdia,2007,11,24,7,8,83,25.2
Kutubdia,2007,11,25,0,9.9,77,25
Kutubdia,2007,11,26,0,10.2,76,24.3
Kutubdia,2007,11,27,0,9.8,77,23.5
Kutubdia,2007,11,28,0,5.4,78,23.4
Kutubdia,2007,11,29,0,8.4,81,23.3
Kutubdia,2007,11,30,0,9.3,80,23.9
Kutubdia,2007,12,1,0,8.1,82,23.1
Kutubdia,2007,12,2,0,8.6,80,23
Kutubdia,2007,12,3,0,2.2,83,22.8
Kutubdia,2007,12,4,0,7.6,81,22.8
Kutubdia,2007,12,5,0,9.3,77,23
Kutubdia,2007,12,6,0,9.6,73,23.1
Kutubdia,2007,12,7,0,9.9,74,22.6
Kutubdia,2007,12,8,0,9.7,70,22.3
Kutubdia,2007,12,9,0,9.8,61,23.1
Kutubdia,2007,12,10,0,10,72,21.6
Kutubdia,2007,12,11,0,9.6,73,21.6
Kutubdia,2007,12,12,0,9.9,72,21.1
Kutubdia,2007,12,13,0,8.8,74,22
Kutubdia,2007,12,14,0,8.6,71,23.2
Kutubdia,2007,12,15,0,1,71,22.1
Kutubdia,2007,12,16,0,5.8,66,22.9
Kutubdia,2007,12,17,0,0.1,69,20.7
Kutubdia,2007,12,18,0,2,71,20.8
Kutubdia,2007,12,19,0,9.9,70,20.7
Kutubdia,2007,12,20,0,9.4,67,20.5
Kutubdia,2007,12,21,0,8.5,61,20.3
Kutubdia,2007,12,22,0,7.3,67,18.7
Kutubdia,2007,12,23,0,6.8,75,19.9
Kutubdia,2007,12,24,0,7.9,74,20.5
Kutubdia,2007,12,25,0,7.4,77,20.5
Kutubdia,2007,12,26,0,8.4,76,20.9
Kutubdia,2007,12,27,0,8.2,77,20.8
Kutubdia,2007,12,28,0,6.5,77,21
Kutubdia,2007,12,29,0,8.3,78,21.7
Kutubdia,2007,12,30,0,9.2,79,21.2
Kutubdia,2007,12,31,0,8.5,73,21.4
Kutubdia,2008,1,1,0,9.6,76,20.5
Kutubdia,2008,1,2,0,8.5,76,21.8
Kutubdia,2008,1,3,0,8.5,74,21.2
Kutubdia,2008,1,4,0,9.5,77,21.7
Kutubdia,2008,1,5,0,9.4,69,20.9
Kutubdia,2008,1,6,0,9.8,70,21
Kutubdia,2008,1,7,0,9.7,74,21.2
Kutubdia,2008,1,8,0,9.4,77,21.5
Kutubdia,2008,1,9,0,9.3,78,21
Kutubdia,2008,1,10,0,8.9,79,21.4
Kutubdia,2008,1,11,0,7.9,81,21.3
Kutubdia,2008,1,12,0,8.7,76,21.7
Kutubdia,2008,1,13,0,8.6,70,21.7
Kutubdia,2008,1,14,0,9.4,58,20.6
Kutubdia,2008,1,15,0,8.9,61,20.1
Kutubdia,2008,1,16,0,8.1,66,20.4
Kutubdia,2008,1,17,0,7.1,82,19.9
Kutubdia,2008,1,18,0,6.9,84,20.7
Kutubdia,2008,1,19,0,7.1,82,21
Kutubdia,2008,1,20,0,9.7,78,20.9
Kutubdia,2008,1,21,0,8.8,83,21.6
Kutubdia,2008,1,22,0,8.2,83,21.6
Kutubdia,2008,1,23,0,9.8,76,21.4
Kutubdia,2008,1,24,0,9.3,82,21.1
Kutubdia,2008,1,25,0,5.2,78,20.7
Kutubdia,2008,1,26,0,0,90,17.9
Kutubdia,2008,1,27,48,0.5,89,17.7
Kutubdia,2008,1,28,4,9.3,73,18.5
Kutubdia,2008,1,29,0,9.2,64,18.6
Kutubdia,2008,1,30,0,9.5,62,20.5
Kutubdia,2008,1,31,0,0.1,79,19.1
Kutubdia,2008,2,1,0,8.3,70,19.5
Kutubdia,2008,2,2,0,9.4,59,18.3
Kutubdia,2008,2,3,0,9.8,69,18.3
Kutubdia,2008,2,4,0,9.7,70,19.3
Kutubdia,2008,2,5,0,9.4,72,20.9
Kutubdia,2008,2,6,0,9.2,78,21.1
Kutubdia,2008,2,7,0,8.5,82,22.1
Kutubdia,2008,2,8,0,5.8,83,22.8
Kutubdia,2008,2,9,0,2.7,79,22.5
Kutubdia,2008,2,10,0,0,91,20.5
Kutubdia,2008,2,11,6,7.3,64,21.4
Kutubdia,2008,2,12,0,9.8,55,20.5
Kutubdia,2008,2,13,0,9.9,47,20.4
Kutubdia,2008,2,14,0,10,45,19.5
Kutubdia,2008,2,15,0,10.1,50,19.1
Kutubdia,2008,2,16,0,9.5,62,19.5
Kutubdia,2008,2,17,0,9.3,76,20
Kutubdia,2008,2,18,0,9.3,80,21.8
Kutubdia,2008,2,19,0,9,82,22.1
Kutubdia,2008,2,20,0,8.2,58,21.8
Kutubdia,2008,2,21,0,10,64,21.5
Kutubdia,2008,2,22,0,10.2,74,21.3
Kutubdia,2008,2,23,0,10.3,76,21.4
Kutubdia,2008,2,24,0,10.3,75,21.9
Kutubdia,2008,2,25,0,8.1,80,22.4
Kutubdia,2008,2,26,0,8.4,85,22.3
Kutubdia,2008,2,27,0,8.7,77,23.2
Kutubdia,2008,2,28,0,9.8,59,22.2
Kutubdia,2008,2,29,0,9.4,70,22.6
Kutubdia,2008,3,1,0,8.6,80,22.4
Kutubdia,2008,3,2,0,8,85,23.4
Kutubdia,2008,3,3,0,8.1,86,23.5
Kutubdia,2008,3,4,0,7.2,84,23.6
Kutubdia,2008,3,5,0,8.2,70,23.8
Kutubdia,2008,3,6,0,8.8,82,23.3
Kutubdia,2008,3,7,0,8.6,83,24.2
Kutubdia,2008,3,8,0,9.1,84,24.6
Kutubdia,2008,3,9,0,8.2,85,24.8
Kutubdia,2008,3,10,0,8,84,24.8
Kutubdia,2008,3,11,0,5.6,90,24.8
Kutubdia,2008,3,12,0,4.9,82,24.4
Kutubdia,2008,3,13,0,9,85,25.1
Kutubdia,2008,3,14,0,5.9,88,25.7
Kutubdia,2008,3,15,0,3.1,90,25.8
Kutubdia,2008,3,16,0,7.1,75,27.1
Kutubdia,2008,3,17,0,7.6,82,26.2
Kutubdia,2008,3,18,0,6.9,85,25.4
Kutubdia,2008,3,19,0,9.2,82,26
Kutubdia,2008,3,20,0,7.7,83,26.4
Kutubdia,2008,3,21,10,4.4,83,26.5
Kutubdia,2008,3,22,0,9.5,82,26.9
Kutubdia,2008,3,23,0,3.8,77,26.9
Kutubdia,2008,3,24,0,2.6,76,27.4
Kutubdia,2008,3,25,0,5.7,71,27.1
Kutubdia,2008,3,26,0,9.8,82,26.5
Kutubdia,2008,3,27,0,9.5,82,27.5
Kutubdia,2008,3,28,0,8.7,81,27.6
Kutubdia,2008,3,29,0,8.9,81,27.8
Kutubdia,2008,3,30,0,8,79,27.6
Kutubdia,2008,3,31,0,9.4,76,27.9
Kutubdia,2008,4,1,0,9.3,73,26.8
Kutubdia,2008,4,2,0,9.5,77,27
Kutubdia,2008,4,3,0,9.7,75,26.9
Kutubdia,2008,4,4,0,6.2,64,25.9
Kutubdia,2008,4,5,0,9.7,66,28.1
Kutubdia,2008,4,6,0,10.2,71,28.4
Kutubdia,2008,4,7,0,10.4,65,28.4
Kutubdia,2008,4,8,0,10.7,57,28
Kutubdia,2008,4,9,0,9.8,67,27.3
Kutubdia,2008,4,10,0,8.8,75,27.6
Kutubdia,2008,4,11,0,3,81,27.3
Kutubdia,2008,4,12,0,10.9,82,27.5
Kutubdia,2008,4,13,0,9.6,83,28.1
Kutubdia,2008,4,14,1,9.4,79,28.7
Kutubdia,2008,4,15,0,8.5,78,28
Kutubdia,2008,4,16,0,10.3,77,28.6
Kutubdia,2008,4,17,0,10.7,79,28.7
Kutubdia,2008,4,18,0,10,80,29.3
Kutubdia,2008,4,19,0,9.6,81,29.4
Kutubdia,2008,4,20,0,8.4,78,29.2
Kutubdia,2008,4,21,0,10,81,28.8
Kutubdia,2008,4,22,0,10.6,83,29.4
Kutubdia,2008,4,23,0,9.6,82,28.8
Kutubdia,2008,4,24,0,10.5,79,28.8
Kutubdia,2008,4,25,0,10.4,77,29
Kutubdia,2008,4,26,0,10.5,72,29.4
Kutubdia,2008,4,27,0,10.1,75,29.2
Kutubdia,2008,4,28,0,10.9,72,29.7
Kutubdia,2008,4,29,0,10.3,74,30.3
Kutubdia,2008,4,30,0,11,74,30.4
Kutubdia,2008,5,1,0,7.5,73,30
Kutubdia,2008,5,2,0,9.5,70,30.4
Kutubdia,2008,5,3,0,10.4,75,29.9
Kutubdia,2008,5,4,7,4.4,68,29.2
Kutubdia,2008,5,5,0,0.3,72,28.6
Kutubdia,2008,5,6,14,6.7,71,28.3
Kutubdia,2008,5,7,0,10.5,74,29.9
Kutubdia,2008,5,8,0,9.4,76,30.1
Kutubdia,2008,5,9,26,10.6,77,29.9
Kutubdia,2008,5,10,0,9.7,76,30.1
Kutubdia,2008,5,11,0,10.4,76,29.9
Kutubdia,2008,5,12,63,10.5,72,29.3
Kutubdia,2008,5,13,0,4.9,77,29.6
Kutubdia,2008,5,14,0,2.1,76,28.6
Kutubdia,2008,5,15,0,5.8,78,28.4
Kutubdia,2008,5,16,2,3.8,81,28.2
Kutubdia,2008,5,17,6,1.8,83,26.4
Kutubdia,2008,5,18,30,5.4,78,28.7
Kutubdia,2008,5,19,64,8.2,70,28.1
Kutubdia,2008,5,20,24,2.3,76,27.1
Kutubdia,2008,5,21,0,10.4,77,29
Kutubdia,2008,5,22,0,11,78,29.8
Kutubdia,2008,5,23,0,7.5,80,29.9
Kutubdia,2008,5,24,0,8.7,75,30
Kutubdia,2008,5,25,0,1.8,83,28
Kutubdia,2008,5,26,2,3.9,85,28.3
Kutubdia,2008,5,27,1,4.6,83,27.9
Kutubdia,2008,5,28,11,3.1,81,27.9
Kutubdia,2008,5,29,0,9.7,79,29.6
Kutubdia,2008,5,30,0,10.4,81,29.9
Kutubdia,2008,5,31,3,5.4,76,28.2
Kutubdia,2008,6,1,0,11.7,74,29.7
Kutubdia,2008,6,2,0,6.1,80,29.3
Kutubdia,2008,6,3,0,6.2,79,29.4
Kutubdia,2008,6,4,0,7.4,79,29.8
Kutubdia,2008,6,5,1,0,89,26.7
Kutubdia,2008,6,6,23,6,78,28.7
Kutubdia,2008,6,7,0,5.3,78,28.8
Kutubdia,2008,6,8,0,4.1,81,28.1
Kutubdia,2008,6,9,19,2.7,85,27.9
Kutubdia,2008,6,10,8,0.6,83,28.1
Kutubdia,2008,6,11,0,5.5,81,28.7
Kutubdia,2008,6,12,1,7.6,80,29.5
Kutubdia,2008,6,13,0,5.8,82,29.5
Kutubdia,2008,6,14,0,7.9,79,29.9
Kutubdia,2008,6,15,1,10.4,73,30.1
Kutubdia,2008,6,16,5,0,94,26.1
Kutubdia,2008,6,17,100,10.3,88,26.7
Kutubdia,2008,6,18,32,0.7,93,26.1
Kutubdia,2008,6,19,38,0.5,88,27.4
Kutubdia,2008,6,20,0,0,83,27.5
Kutubdia,2008,6,21,0,3.8,84,28.6
Kutubdia,2008,6,22,4,3.8,85,28.6
Kutubdia,2008,6,23,5,9.9,81,28.8
Kutubdia,2008,6,24,0,11.3,78,29.3
Kutubdia,2008,6,25,0,10.2,81,28.3
Kutubdia,2008,6,26,1,2.9,87,27.9
Kutubdia,2008,6,27,46,7.1,84,28.3
Kutubdia,2008,6,28,12,0,91,26.7
Kutubdia,2008,6,29,77,0,93,26
Kutubdia,2008,6,30,68,0,95,25.5
Kutubdia,2008,7,1,150,0,95,25.5
Kutubdia,2008,7,2,171,0,95,25.8
Kutubdia,2008,7,3,70,0,95,26.2
Kutubdia,2008,7,4,179,0.4,91,26.6
Kutubdia,2008,7,5,32,0,93,26
Kutubdia,2008,7,6,105,0,93,25.9
Kutubdia,2008,7,7,24,0,92,26.2
Kutubdia,2008,7,8,28,4.9,86,27.1
Kutubdia,2008,7,9,3,10.3,81,28.3
Kutubdia,2008,7,10,3,2.7,87,27.4
Kutubdia,2008,7,11,36,1.2,88,27
Kutubdia,2008,7,12,21,1.3,86,27.4
Kutubdia,2008,7,13,32,0,95,26.4
Kutubdia,2008,7,14,156,0,94,25.6
Kutubdia,2008,7,15,52,1,92,25.4
Kutubdia,2008,7,16,10,10.3,91,26.4
Kutubdia,2008,7,17,16,0,93,26.2
Kutubdia,2008,7,18,96,2.9,88,27.5
Kutubdia,2008,7,19,10,0.7,88,27
Kutubdia,2008,7,20,39,3,85,28.1
Kutubdia,2008,7,21,0,10.9,83,28.7
Kutubdia,2008,7,22,0,11,81,28.9
Kutubdia,2008,7,23,0,5.4,85,28.1
Kutubdia,2008,7,24,13,6.8,84,28.8
Kutubdia,2008,7,25,0,6.2,84,28.5
Kutubdia,2008,7,26,0,7.4,79,28.7
Kutubdia,2008,7,27,0,6.4,79,28.6
Kutubdia,2008,7,28,2,4.2,83,27.4
Kutubdia,2008,7,29,2,9.7,81,28.2
Kutubdia,2008,7,30,3,8.9,82,27.8
Kutubdia,2008,7,31,3,3.1,86,27.7
Kutubdia,2008,8,1,2,10.7,78,28.9
Kutubdia,2008,8,2,0,5.7,81,28.5
Kutubdia,2008,8,3,0,5.1,80,28.6
Kutubdia,2008,8,4,0,8.2,78,28.9
Kutubdia,2008,8,5,0,2.6,87,26.9
Kutubdia,2008,8,6,19,4.8,86,27.6
Kutubdia,2008,8,7,1,9.7,84,28.4
Kutubdia,2008,8,8,19,5.3,81,28.7
Kutubdia,2008,8,9,2,1.7,84,27.6
Kutubdia,2008,8,10,2,2.7,87,27.3
Kutubdia,2008,8,11,22,0.9,92,27
Kutubdia,2008,8,12,24,1.5,89,27.4
Kutubdia,2008,8,13,8,1,87,27
Kutubdia,2008,8,14,11,8.7,84,28
Kutubdia,2008,8,15,4,3.1,89,26.9
Kutubdia,2008,8,16,33,2.2,89,27
Kutubdia,2008,8,17,37,0,93,25.8
Kutubdia,2008,8,18,131,0,94,26.1
Kutubdia,2008,8,19,170,4.6,88,26.8
Kutubdia,2008,8,20,5,8.5,84,27.5
Kutubdia,2008,8,21,2,9.9,81,28.2
Kutubdia,2008,8,22,0,10.1,80,28.7
Kutubdia,2008,8,23,0,9.7,81,28.9
Kutubdia,2008,8,24,1,7.1,82,28.7
Kutubdia,2008,8,25,0,6,82,28.3
Kutubdia,2008,8,26,2,8,83,28.4
Kutubdia,2008,8,27,3,3.8,86,28
Kutubdia,2008,8,28,20,0.2,90,26.8
Kutubdia,2008,8,29,46,0.6,92,26.8
Kutubdia,2008,8,30,68,0,93,26.1
Kutubdia,2008,8,31,68,0,93,26.1
Kutubdia,2008,9,1,15,11,81,29.1
Kutubdia,2008,9,2,0,6.8,83,28.5
Kutubdia,2008,9,3,0,1.8,89,26.8
Kutubdia,2008,9,4,46,0.2,90,25.7
Kutubdia,2008,9,5,5,1.6,89,26
Kutubdia,2008,9,6,24,9.7,84,28.3
Kutubdia,2008,9,7,0,6.5,84,28.5
Kutubdia,2008,9,8,2,6.2,83,28.2
Kutubdia,2008,9,9,3,3.4,83,28.4
Kutubdia,2008,9,10,3,5.9,83,28.6
Kutubdia,2008,9,11,1,8,83,29
Kutubdia,2008,9,12,1,9.8,77,29.6
Kutubdia,2008,9,13,1,4.5,86,28.2
Kutubdia,2008,9,14,12,3.1,86,28.4
Kutubdia,2008,9,15,6,9.4,77,29
Kutubdia,2008,9,16,1,6.4,82,27.7
Kutubdia,2008,9,17,3,2.1,87,27.3
Kutubdia,2008,9,18,14,6.5,84,28.3
Kutubdia,2008,9,19,2,10,82,29.1
Kutubdia,2008,9,20,2,4.1,86,28.6
Kutubdia,2008,9,21,4,2.4,87,27.6
Kutubdia,2008,9,22,3,3.2,87,27.2
Kutubdia,2008,9,23,49,6.2,82,27.5
Kutubdia,2008,9,24,2,10.3,79,28.4
Kutubdia,2008,9,25,0,8,81,28.5
Kutubdia,2008,9,26,10,0.1,88,26.5
Kutubdia,2008,9,27,10,0,92,25.7
Kutubdia,2008,9,28,78,0.4,88,26.1
Kutubdia,2008,9,29,8,3.7,85,27.4
Kutubdia,2008,9,30,0,8,80,28.8
Kutubdia,2008,10,1,0,8.2,82,28.5
Kutubdia,2008,10,2,48,2.4,90,25.9
Kutubdia,2008,10,3,6,10.7,81,28
Kutubdia,2008,10,4,0,10.5,78,28.4
Kutubdia,2008,10,5,0,7.2,83,27.7
Kutubdia,2008,10,6,0,5.6,84,27.5
Kutubdia,2008,10,7,4,4.7,86,27
Kutubdia,2008,10,8,14,9.4,82,27.9
Kutubdia,2008,10,9,0,9.7,83,28.2
Kutubdia,2008,10,10,0,9.9,80,28.6
Kutubdia,2008,10,11,0,10.3,78,29.5
Kutubdia,2008,10,12,0,10,81,29.2
Kutubdia,2008,10,13,0,9.6,80,29.3
Kutubdia,2008,10,14,0,9.9,80,29.3
Kutubdia,2008,10,15,0,10.5,79,30
Kutubdia,2008,10,16,0,10.6,78,30
Kutubdia,2008,10,17,0,10.7,79,29.4
Kutubdia,2008,10,18,0,10.5,80,29.2
Kutubdia,2008,10,19,0,10.6,77,30
Kutubdia,2008,10,20,0,9.3,81,28.1
Kutubdia,2008,10,21,0,9.9,80,29.1
Kutubdia,2008,10,22,2,7.8,83,29
Kutubdia,2008,10,23,0,0.3,86,27.4
Kutubdia,2008,10,24,1,4.7,83,27.1
Kutubdia,2008,10,25,43,0,92,25.2
Kutubdia,2008,10,26,14,2,82,26.4
Kutubdia,2008,10,27,33,2.8,85,25.6
Kutubdia,2008,10,28,16,10.7,77,25.7
Kutubdia,2008,10,29,0,10.7,79,25.9
Kutubdia,2008,10,30,0,10.6,77,26.6
Kutubdia,2008,10,31,0,10.5,78,26.8
Kutubdia,2008,11,1,0,10.6,78,26.6
Kutubdia,2008,11,2,0,10.3,74,26.5
Kutubdia,2008,11,3,0,9.7,73,27.2
Kutubdia,2008,11,4,0,0,88,24.7
Kutubdia,2008,11,5,5,3.4,86,25.8
Kutubdia,2008,11,6,2,10.3,80,27
Kutubdia,2008,11,7,0,10.3,80,27.4
Kutubdia,2008,11,8,0,9.6,82,26.1
Kutubdia,2008,11,9,0,10.5,79,25.8
Kutubdia,2008,11,10,0,10.5,80,25.6
Kutubdia,2008,11,11,0,10.5,75,24.9
Kutubdia,2008,11,12,0,10.5,74,24.4
Kutubdia,2008,11,13,0,9.3,75,24.3
Kutubdia,2008,11,14,0,6.6,76,24.4
Kutubdia,2008,11,15,0,9.7,76,25
Kutubdia,2008,11,16,0,5.3,75,25.2
Kutubdia,2008,11,17,0,10.3,67,25.1
Kutubdia,2008,11,18,0,10.4,68,24
Kutubdia,2008,11,19,0,10.4,73,24.1
Kutubdia,2008,11,20,0,10.4,72,24.8
Kutubdia,2008,11,21,0,9.7,77,24.8
Kutubdia,2008,11,22,0,9.3,74,24.9
Kutubdia,2008,11,23,0,9.4,64,23.3
Kutubdia,2008,11,24,0,10.3,72,22.2
Kutubdia,2008,11,25,0,10.1,80,22.5
Kutubdia,2008,11,26,0,10.5,77,22.5
Kutubdia,2008,11,27,0,10.3,77,23.1
Kutubdia,2008,11,28,0,10.3,77,22.9
Kutubdia,2008,11,29,0,10.1,75,22.9
Kutubdia,2008,11,30,0,10.2,76,23.4
Kutubdia,2008,12,1,0,10,77,23.6
Kutubdia,2008,12,2,0,9.7,79,23.7
Kutubdia,2008,12,3,0,8.4,78,23.4
Kutubdia,2008,12,4,0,9.4,78,23.2
Kutubdia,2008,12,5,0,9.8,78,23.5
Kutubdia,2008,12,6,0,9.6,75,23.4
Kutubdia,2008,12,7,0,9.5,81,23.2
Kutubdia,2008,12,8,0,9.5,76,24.8
Kutubdia,2008,12,9,0,3.7,80,23.9
Kutubdia,2008,12,10,0,7.8,80,23.7
Kutubdia,2008,12,11,0,8.1,78,24.2
Kutubdia,2008,12,12,0,8,77,23.9
Kutubdia,2008,12,13,0,7.9,74,22.8
Kutubdia,2008,12,14,0,8.6,71,22.4
Kutubdia,2008,12,15,0,9.5,71,21.2
Kutubdia,2008,12,16,0,8.2,79,20.8
Kutubdia,2008,12,17,0,8,85,20.6
Kutubdia,2008,12,18,0,6.8,84,21.4
Kutubdia,2008,12,19,0,6.2,86,21.5
Kutubdia,2008,12,20,0,4.9,82,22.5
Kutubdia,2008,12,21,0,1.2,84,21.1
Kutubdia,2008,12,22,0,1.5,84,21.2
Kutubdia,2008,12,23,0,7.3,74,21.6
Kutubdia,2008,12,24,0,7.8,76,21.5
Kutubdia,2008,12,25,0,2.8,85,20.1
Kutubdia,2008,12,26,0,6.9,77,20.3
Kutubdia,2008,12,27,0,0.2,74,19.4
Kutubdia,2008,12,28,0,6.4,70,20.4
Kutubdia,2008,12,29,0,8.9,69,21
Kutubdia,2008,12,30,0,9.2,68,21.2
Kutubdia,2008,12,31,0,9.5,67,21.3
Kutubdia,2009,1,1,0,9.4,57,21.4
Kutubdia,2009,1,2,0,9.3,58,20.6
Kutubdia,2009,1,3,0,9.7,58,20.7
Kutubdia,2009,1,4,0,9.8,65,19.6
Kutubdia,2009,1,5,0,8,65,19.4
Kutubdia,2009,1,6,0,8.2,70,20
Kutubdia,2009,1,7,0,9,78,20.4
Kutubdia,2009,1,8,0,9.4,77,21.5
Kutubdia,2009,1,9,0,8.6,75,21.6
Kutubdia,2009,1,10,0,8.5,72,21.6
Kutubdia,2009,1,11,0,8.6,70,21.1
Kutubdia,2009,1,12,0,9.1,69,21.4
Kutubdia,2009,1,13,0,9.8,69,20.9
Kutubdia,2009,1,14,0,9,73,19.4
Kutubdia,2009,1,15,0,8.2,77,19.6
Kutubdia,2009,1,16,0,8.8,73,19.2
Kutubdia,2009,1,17,0,8.7,78,19.7
Kutubdia,2009,1,18,0,9.2,79,20.3
Kutubdia,2009,1,19,0,9,80,21.5
Kutubdia,2009,1,20,0,7.4,77,21.5
Kutubdia,2009,1,21,0,9.7,67,21.1
Kutubdia,2009,1,22,0,9.3,63,20.8
Kutubdia,2009,1,23,0,8.1,74,20.5
Kutubdia,2009,1,24,0,7.1,82,20.6
Kutubdia,2009,1,25,0,8.5,81,21.6
Kutubdia,2009,1,26,0,7.1,83,22.1
Kutubdia,2009,1,27,0,7.9,84,22.5
Kutubdia,2009,1,28,0,8.4,84,23.1
Kutubdia,2009,1,29,0,9.7,56,23.2
Kutubdia,2009,1,30,0,9.4,62,22
Kutubdia,2009,1,31,0,9.2,71,21.3
Kutubdia,2009,2,1,0,9.1,66,22.4
Kutubdia,2009,2,2,0,9.6,61,21.2
Kutubdia,2009,2,3,0,9.9,58,21.2
Kutubdia,2009,2,4,0,9.4,61,21.5
Kutubdia,2009,2,5,0,9,68,21.4
Kutubdia,2009,2,6,0,9.5,71,22.5
Kutubdia,2009,2,7,0,10.1,75,22.3
Kutubdia,2009,2,8,0,10.1,68,22.8
Kutubdia,2009,2,9,0,10.1,62,22.6
Kutubdia,2009,2,10,0,10.2,67,22
Kutubdia,2009,2,11,0,10,71,22.8
Kutubdia,2009,2,12,0,5.8,78,23
Kutubdia,2009,2,13,0,9.4,74,22.5
Kutubdia,2009,2,14,0,9.7,69,23.1
Kutubdia,2009,2,15,0,10.1,68,23.8
Kutubdia,2009,2,16,0,10.3,58,23.8
Kutubdia,2009,2,17,0,10.4,65,23.1
Kutubdia,2009,2,18,0,10.3,69,23
Kutubdia,2009,2,19,0,10.2,73,22.6
Kutubdia,2009,2,20,0,10.1,70,23.2
Kutubdia,2009,2,21,0,10.3,62,23.8
Kutubdia,2009,2,22,0,9.4,81,23
Kutubdia,2009,2,23,0,6.7,88,23.4
Kutubdia,2009,2,24,0,7.1,83,24.5
Kutubdia,2009,2,25,0,5.7,80,25.9
Kutubdia,2009,2,26,0,8.5,84,25.9
Kutubdia,2009,2,27,0,7.4,85,26
Kutubdia,2009,2,28,0,8.1,84,25.8
Kutubdia,2009,3,1,0,8.5,79,25.3
Kutubdia,2009,3,2,0,10,73,25
Kutubdia,2009,3,3,0,9,81,24.7
Kutubdia,2009,3,4,0,8.5,84,26
Kutubdia,2009,3,5,0,8.6,82,25.8
Kutubdia,2009,3,6,0,7.7,83,26.7
Kutubdia,2009,3,7,0,9.6,85,26.2
Kutubdia,2009,3,8,0,9.4,84,25.9
Kutubdia,2009,3,9,0,9.2,79,26.1
Kutubdia,2009,3,10,0,7.9,75,26.8
Kutubdia,2009,3,11,0,2.2,77,26.3
Kutubdia,2009,3,12,0,4.1,74,26.2
Kutubdia,2009,3,13,0,7.8,65,26.3
Kutubdia,2009,3,14,0,4.9,75,25.3
Kutubdia,2009,3,15,0,1.1,84,25.2
Kutubdia,2009,3,16,0,0,84,25.1
Kutubdia,2009,3,17,0,1.7,79,26
Kutubdia,2009,3,18,0,8.4,80,26.2
Kutubdia,2009,3,19,0,8,83,24.6
Kutubdia,2009,3,20,0,9.4,84,25.8
Kutubdia,2009,3,21,0,9.1,86,26.8
Kutubdia,2009,3,22,0,8.8,82,26.7
Kutubdia,2009,3,23,0,8.8,79,27
Kutubdia,2009,3,24,0,9.7,78,27.9
Kutubdia,2009,3,25,0,8.6,79,27.5
Kutubdia,2009,3,26,0,8,84,26.5
Kutubdia,2009,3,27,0,6.9,84,26.5
Kutubdia,2009,3,28,1,7.1,85,26.7
Kutubdia,2009,3,29,0,9.4,85,27
Kutubdia,2009,3,30,0,8.6,83,27.6
Kutubdia,2009,3,31,1,6.8,83,26.3
Kutubdia,2009,4,1,15,9.3,77,26.6
Kutubdia,2009,4,2,0,10.4,85,27.3
Kutubdia,2009,4,3,0,10,82,27.6
Kutubdia,2009,4,4,0,9.6,82,27.7
Kutubdia,2009,4,5,0,10,83,28.2
Kutubdia,2009,4,6,0,9.8,83,28.1
Kutubdia,2009,4,7,0,9.6,86,28
Kutubdia,2009,4,8,0,9,84,28
Kutubdia,2009,4,9,0,8.8,85,28.6
Kutubdia,2009,4,10,0,10,84,28.7
Kutubdia,2009,4,11,0,9.9,82,28.5
Kutubdia,2009,4,12,0,10.5,77,28.3
Kutubdia,2009,4,13,0,10.5,78,28.4
Kutubdia,2009,4,14,0,9.9,79,28.7
Kutubdia,2009,4,15,0,10,79,29
Kutubdia,2009,4,16,1,0,88,26.6
Kutubdia,2009,4,17,15,0,90,26.8
Kutubdia,2009,4,18,56,4.3,84,29.3
Kutubdia,2009,4,19,0,6.2,80,29.6
Kutubdia,2009,4,20,0,7.8,78,29.7
Kutubdia,2009,4,21,0,8.4,79,29.9
Kutubdia,2009,4,22,0,5.7,81,29.9
Kutubdia,2009,4,23,0,6.5,82,29.7
Kutubdia,2009,4,24,0,9,81,29.6
Kutubdia,2009,4,25,0,9.2,77,29.9
Kutubdia,2009,4,26,0,9.8,80,30.1
Kutubdia,2009,4,27,0,9.6,78,29.2
Kutubdia,2009,4,28,0,9.8,77,29
Kutubdia,2009,4,29,0,8.9,75,28.9
Kutubdia,2009,4,30,0,9.5,72,29.4
Kutubdia,2009,5,1,0,10,72,30.9
Kutubdia,2009,5,2,0,4,74,28.9
Kutubdia,2009,5,3,6,6.4,76,27.2
Kutubdia,2009,5,4,22,10.5,74,28.6
Kutubdia,2009,5,5,0,9.6,76,29.4
Kutubdia,2009,5,6,0,9.9,77,29.6
Kutubdia,2009,5,7,0,9.7,76,29.9
Kutubdia,2009,5,8,0,9.1,78,30.1
